bias_i,inconsistency_i
-0.2939139941690964,0.5769808208419668
0.32853498542274023,0.5602122659455088
-0.17146501457725938,0.5708334338293108
0.1652696793002914,0.6535592866028561
-0.24289358600583105,0.6688027857659661
0.4101676384839649,0.5161686473195712
0.44588192419825073,0.876765810573252
-0.416362973760933,0.668148432449719
0.7877186588921289,0.4425344536817527
-0.19187317784256575,0.6613267577422435
-0.31432215743440256,0.711477934222255
0.33363702623906727,0.5702631701677875
-0.11024052478134104,0.7456077330596759
0.0683309037900875,0.7226782955990526
0.12955539358600587,0.6339890994862698
0.10404518950437325,1.0322191795217421
0.19588192419825062,0.6349276195787581
0.3846574344023323,0.5532167851622622
0.38465743440233247,0.694540433526999
0.1856778425655975,0.915883132530648
-0.13575072886297368,0.7976461793293376
-0.46228134110787156,0.6520316542284136
0.04282069970845488,0.5982840646755173
-0.600036443148688,0.5425261265432029
-0.31432215743440256,0.44652876473300995
-0.5490160349854226,0.5473533068947886
-0.2530976676384841,0.6240076328008907
0.08873906705539368,0.6623142203534658
