bias_i,inconsistency_i
-0.06055555555555556,0.875749433794049
0.43944444444444447,0.7355315565551532
-0.12722222222222226,0.8818533370596843
-0.3272222222222222,0.6810195944860155
0.2561111111111111,0.7636606692112569
-0.16055555555555556,0.8868605856928244
-0.16055555555555562,0.7651021178964659
0.5561111111111111,0.7813699778381037
-0.7438888888888889,0.9376004586974065
0.43944444444444447,0.7564601896672731
-1.1272222222222223,0.6698942366914178
0.3394444444444445,0.6571147233312082
0.3394444444444445,0.9254515416579432
-0.14388888888888896,0.9453171292639873
-0.09388888888888888,0.8656495966982615
-0.3772222222222221,0.692108618291743
-0.010555555555555565,0.6931187695398984
0.08944444444444444,0.6692961104303715
-0.39388888888888884,0.5462414819502115
0.7227777777777777,0.7015878419047247
-0.44388888888888883,0.6309051001643522
-0.22722222222222221,0.8605421388819731
0.07277777777777775,1.0441697976469122
0.7394444444444443,0.8358145637903223
0.03944444444444444,1.0257666703858215
0.4227777777777777,0.6748250759770532
0.10611111111111109,0.7339452871358801
0.27277777777777773,0.7417058092597298
-0.3772222222222222,0.7386700274221512
-0.06055555555555553,1.111383003450953
