bias_i,inconsistency_i
0.11400462962962962,0.7493684768507645
0.4265046296296298,0.6621997619507448
0.5983796296296297,0.7739592541747364
0.3952546296296298,0.6453601485765804
0.22337962962962962,0.7231262255550907
0.4421296296296298,0.5226900098952184
0.4733796296296297,0.6777244688255496
-0.8547453703703706,0.6846530833582881
-0.38599537037037035,0.7182028252421896
-0.27662037037037035,0.7816794242754252
-0.12037037037037038,0.6458442171041403
-0.22974537037037038,0.7465178199417554
0.09837962962962962,0.8961215911455271
0.2858796296296297,0.7818102185209853
-0.5266203703703703,0.7084411886761319
0.20775462962962962,0.8550968402735667
0.9108796296296294,0.487172963083903
-0.18287037037037038,0.739156726159972
0.004629629629629617,0.7159337434122212
0.25462962962962965,0.8577366804704153
-0.26099537037037035,0.6402575801011051
0.08275462962962965,0.9982644689450297
0.19212962962962962,0.6042163345846585
0.06712962962962964,0.8975236991086291
-0.7609953703703703,0.5986357363536773
-0.5734953703703703,0.5104155297318413
-0.6047453703703703,0.5798642798288587
