bias_i,inconsistency_i
0.05484330484330482,0.5466181144314827
-0.3803418803418804,0.5137196046195326
-0.009971509971509987,0.5926477190349109
-0.2507122507122507,0.4781816062215193
0.1752136752136752,0.48994869107826255
-0.2414529914529914,0.4866632997183272
-0.14886039886039887,0.44359618812658846
0.0363247863247863,0.4141104995147295
-0.14886039886039887,0.38956907612302827
0.14743589743589747,0.5753121557315535
-0.028490028490028525,0.6499972346033238
-0.5377492877492881,0.6288979893751596
0.20299145299145305,0.3963056183353596
0.0826210826210826,0.5590696772703424
0.23076923076923084,0.6160660359724657
0.10113960113960112,0.5214112941524202
-0.8525641025641028,0.6479900939574712
0.32336182336182345,0.592006449871961
0.3696581196581199,0.454516353220847
0.09188034188034191,0.5666292172263642
0.11039886039886043,0.5555325886616465
0.2770655270655271,0.426876683935561
0.2215099715099717,0.4221357088052312
0.16595441595441596,0.5949743191935478
-0.05626780626780631,0.4394886401466758
0.06410256410256408,0.572288857986275
