bias_i,inconsistency_i
0.2135668276972624,0.6109709539791259
0.06682769726247982,0.6043058057900879
-0.2755636070853462,0.5324706733796936
-0.14512882447665051,0.5623592750660186
-0.22665056360708527,0.5366954468051415
0.14291465378421903,0.5341145056086866
-0.11795491143317229,0.44451060202207493
-0.0636070853462158,0.40028229677145266
0.02878421900161028,0.47557302650478744
-0.003824476650563631,0.5617083583250595
0.19182769726247983,0.5017752294575272
-0.22121578099838976,0.5097952513729516
-0.6288244766505635,0.6752737372918118
-0.2212157809983897,0.4393132219408289
0.1537842190016103,0.5281055687654927
0.007045088566827665,0.6066877532696751
-0.47121578099838973,0.5220167501080015
0.6211755233494364,0.4879224235557363
0.01791465378421898,0.4362801943208376
-0.2755636070853462,0.6546618634082927
-0.1886070853462157,0.4793653891558468
0.15921900161030594,0.47119939044863385
0.2896537842190016,0.4574168660074616
-0.10165056360708533,0.5762156159830992
0.44182769726247983,0.4486426662693557
0.32769726247987124,0.6048187726833211
0.2787842190016103,0.46992817427931166
