q,r,scale
1.4121332910637832,1.0470344912100937,0.13891560587882396
0.6525998777863714,0.9963635598733194,0.14128125218776783
1.543892510537736,1.1333972399340815,0.13099671268651222
0.7355745249182607,0.9840571526978683,0.15898324508918296
1.175597229303682,0.9778904541763024,0.16553926183414044
0.5016302309323464,0.9545786763470145,0.12287577258269922
0.3369977580053241,0.8937347525693027,0.19006323277556353
1.2945677224863408,0.9529495957722091,0.17071779388878017
0.4061348433612903,1.012010844201309,0.09973539960046479
1.2796253814681011,1.0394672721066367,0.16145079567474224
1.7004287259719684,1.1471713609091474,0.16057548286596074
0.911698987026662,1.1006849353091124,0.14024969695003517
1.82451937784662,1.299251227010762,0.14624483878755015
0.8178860918450076,0.9707459712407204,0.18100557498667508
0.709374941859717,0.942687706318287,0.16183297109578204
0.3745574350439523,0.8100800618675991,0.23070443160022702
0.9331867793541789,1.0697622105735536,0.1536533789607146
0.4929018230625752,0.9382301645863775,0.1354750100831861
0.5017810036037118,0.9474851722313987,0.16493956323813072
0.9622956833296246,1.0837173646846106,0.22251499771745892
0.7148274043260856,0.8606653869664399,0.19589483484402906
1.4828243812784974,0.9960083427921477,0.15952758033397577
0.7061477850728807,0.9210060945717591,0.149029019483545
1.670103267260643,0.9787988478838422,0.1294433727892007
1.0160070997820216,0.8933951218285063,0.11549558392053746
1.3131542724521112,0.9000772928330897,0.1396866852606122
1.7883009977754272,1.1936582624638212,0.1293486756776072
0.7412505732450848,0.955090437040691,0.16477361124693418
