bias_i,inconsistency_i
0.21072796934865898,0.6443997214241318
-0.7670498084291189,0.743497849728107
-0.31149425287356325,0.5707966513497724
-0.08927203065134096,0.7930834954488835
0.13295019157088123,0.5753526193897487
0.13295019157088128,0.6010146437175842
0.38850574712643676,0.43791095469646957
-0.22260536398467434,0.4186066861744125
-0.16704980842911873,0.5298467738263164
0.16628352490421458,0.7163109273248269
0.24406130268199233,0.5126564383288568
-0.00038314176245211174,0.49115709801130025
0.010727969348658996,0.5832720284282358
0.09961685823754789,0.653318157286605
-0.4114942528735632,0.4417477271319694
0.07739463601532569,0.46287927358447906
0.06628352490421457,0.430580867579272
0.14406130268199235,0.5782695237395663
0.06628352490421457,0.9155621040587295
-0.04482758620689658,0.4565494814324412
0.05517241379310346,0.553919323140574
-0.16704980842911876,0.5077010611327016
0.37739463601532564,0.5729460301449408
-0.2670498084291188,0.5362669249710246
0.410727969348659,0.6586166399085351
0.05517241379310346,0.3693705429951299
0.38850574712643676,0.4371434841743654
-0.4337164750957855,0.40612145011398293
-0.14482758620689654,0.4991548700949013
