bias_i,inconsistency_i
-0.03131868131868126,0.5981361762681808
-0.1932234432234431,0.562287986932427
-0.017032967032966966,0.5632633345666578
0.3448717948717949,0.6437379622983319
-0.721794871794872,0.9678572494343956
0.3543956043956044,0.5108150003593759
-0.2646520146520147,0.8583817329277857
0.09249084249084255,0.5299366291923309
-0.2694139194139194,0.6345168700824287
-0.20274725274725275,0.682932575122934
-0.35989010989010983,0.597875501859881
0.07820512820512826,0.7239756194413679
0.3067765567765567,0.6982194459528926
-0.2598901098901099,0.5189828997461875
0.5067765567765565,0.9870014724892932
-0.026556776556776532,0.6346905051046995
0.2258241758241758,0.812170422170959
0.09725274725274727,0.508197462619668
0.5258241758241757,0.47453362117536574
0.14963369963369968,0.46222298779539717
-0.07893772893772888,0.5285357174822921
-0.1598901098901098,0.5224409151745372
-0.2265567765567765,0.6924702068995906
0.021062271062271112,0.6656431457866925
0.5401098901098899,0.6618239394479146
-0.43131868131868145,0.6534198525476732
