q,r,scale
0.8665231308526864,0.94572672396651,0.1485849348195766
1.4887903927180903,1.1440837992907902,0.1266181587525699
1.1504083557911928,1.0695027156338628,0.14269409357000148
0.5284449541778711,0.922645904387035,0.1427551239830461
1.861502317009352,0.9313840169766744,0.23274088573746982
0.8441133183096717,1.0864290882842178,0.12375329033110201
0.33831710296066564,0.6379577424784203,0.15223636462255502
1.0741175336448388,1.0843658511936989,0.13211485526402444
1.8169816114396622,1.2523799560464646,0.12764411462334582
0.7943155778915341,0.8442269470953342,0.16229794812212928
1.6018256957264225,1.0860852998278248,0.13978279144608025
0.6810784682541607,0.8956219840803433,0.1762592893948356
0.5128217934861765,0.9024741209506575,0.1497290536736062
1.2159011461975757,0.9889765486191433,0.12801160646801432
0.38058721441726495,0.9051684904278133,0.21559507957507465
1.1104112520635052,1.052767891490103,0.15671581963945974
0.698314980968034,0.9643931216518368,0.20008653052275327
1.0100395021898985,1.0584418998139462,0.13241788147635553
0.8591736585769634,1.178838178056285,0.11473137966724234
0.8942899685786736,1.0177509176221964,0.12400488763810216
1.3171682738466852,1.1065634125579809,0.12799390353046347
0.9806388236653606,0.9407018762152018,0.1321921852989949
0.7748957881936814,0.8306914359151955,0.1654021944650844
0.756645513565856,0.9098159895602934,0.16488350282010955
0.8106058636178957,1.178118251794616,0.15322993098252735
1.6320877618562828,1.0648878360635574,0.15582191758877956
