video_name,user1,user2,user3,user4,user5,user6,user7,user8,user9,user10,user11,user12,user13,user14,user15,user16,user17,user18,user19,user20,user21,user22,user23,user24,user25,user26,user27
Samsung_-_Journey_Of_Color_UHD_4K_Demo_60_FPS.3840x2160.vp9.none.mkv,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Samsung_-_Journey_Of_Color_UHD_4K_Demo_60_FPS.426x240.vp9.none.mkv,3,1,1,1,2,1,2,2,2,1,3,2,1,2,1,2,1,3,2,2,1,2,2,2,2,2,2
Samsung_-_Journey_Of_Color_UHD_4K_Demo_60_FPS.640x360.vp9.none.mkv,2,1,2,2,2,3,2,3,2,2,3,2,1,2,2,2,2,4,3,1,2,3,2,3,3,3,3
Samsung_-_Journey_Of_Color_UHD_4K_Demo_60_FPS.854x480.vp9.none.mkv,3,3,2,3,3,4,3,3,3,2,3,2,2,3,3,3,3,4,3,3,3,3,4,3,4,4,4
San_Andreas_2015_-_Tsunami_Scene_-_Pure_Action_4K.1280x532.vp9.none.mkv,4,4,2,2,3,3,3,3,3,4,4,2,1,3,3,3,3,4,4,2,3,3,3,3,4,4,4
San_Andreas_2015_-_Tsunami_Scene_-_Pure_Action_4K.1920x798.vp9.none.mkv,4,4,3,4,3,3,3,3,3,4,3,3,1,3,3,3,3,5,4,2,3,4,3,3,4,4,4
San_Andreas_2015_-_Tsunami_Scene_-_Pure_Action_4K.2560x1064.vp9.none.mkv,3,5,3,4,4,3,4,3,4,4,4,3,2,4,3,3,2,5,4,4,4,4,4,2,4,3,3
San_Andreas_2015_-_Tsunami_Scene_-_Pure_Action_4K.256x106.vp9.none.mkv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
San_Andreas_2015_-_Tsunami_Scene_-_Pure_Action_4K.3840x1596.vp9.none.mkv,5,4,3,3,4,4,3,4,4,4,4,3,2,4,4,4,2,5,4,4,3,5,3,3,4,3,5
San_Andreas_2015_-_Tsunami_Scene_-_Pure_Action_4K.426x178.vp9.none.mkv,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1
San_Andreas_2015_-_Tsunami_Scene_-_Pure_Action_4K.640x266.vp9.none.mkv,3,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,3,2,1,2,2,3,2,2,3,2
San_Andreas_2015_-_Tsunami_Scene_-_Pure_Action_4K.854x356.vp9.none.mkv,3,3,2,3,3,2,2,2,2,1,3,2,1,2,2,2,1,4,3,2,2,2,2,3,2,3,2
Sony_-_Reflections_From_Uyuni_UHD_4K_Demo.1280x720.vp9.none.mkv,4,5,3,4,4,4,4,4,4,4,4,3,2,4,4,4,3,5,4,5,4,5,5,3,4,3,4
Sony_-_Reflections_From_Uyuni_UHD_4K_Demo.1920x1080.vp9.none.mkv,5,5,4,5,5,5,3,4,4,5,4,4,3,4,5,4,3,5,4,4,3,5,5,4,5,5,5
Sony_-_Reflections_From_Uyuni_UHD_4K_Demo.2560x1440.vp9.none.mkv,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
Sony_-_Reflections_From_Uyuni_UHD_4K_Demo.256x144.vp9.none.mkv,3,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2
Sony_-_Reflections_From_Uyuni_UHD_4K_Demo.3840x2160.vp9.none.mkv,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
Sony_-_Reflections_From_Uyuni_UHD_4K_Demo.426x240.vp9.none.mkv,3,2,1,2,1,1,2,2,2,1,2,1,1,1,3,2,1,2,2,1,1,2,2,2,3,2,2
Sony_-_Reflections_From_Uyuni_UHD_4K_Demo.640x360.vp9.none.mkv,3,2,3,2,2,3,2,3,3,4,2,2,2,2,2,3,2,4,2,3,3,3,3,2,4,3,3
Sony_-_Reflections_From_Uyuni_UHD_4K_Demo.854x480.vp9.none.mkv,4,4,3,4,3,4,3,4,3,3,3,3,2,3,5,3,3,4,3,3,4,4,4,3,4,4,4
TU_Ilmenau_-_A_Mysterious_Case_-_4K@60FPS.1280x676.vp9.none.mkv,3,5,4,3,2,3,4,3,3,3,4,3,2,4,4,4,3,4,4,3,2,3,4,3,4,4,4
TU_Ilmenau_-_A_Mysterious_Case_-_4K@60FPS.1920x1012.vp9.none.mkv,3,4,4,2,4,3,3,3,3,4,4,4,3,3,4,5,4,4,4,4,4,3,4,3,4,4,4
TU_Ilmenau_-_A_Mysterious_Case_-_4K@60FPS.2560x1350.vp9.none.mkv,4,5,4,3,3,5,3,4,4,5,4,3,3,3,5,5,3,5,5,3,3,2,4,4,4,5,5
TU_Ilmenau_-_A_Mysterious_Case_-_4K@60FPS.256x136.vp9.none.mkv,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1
TU_Ilmenau_-_A_Mysterious_Case_-_4K@60FPS.3840x2026.vp9.none.mkv,4,5,4,2,3,4,3,4,4,4,4,4,2,3,5,5,4,4,4,3,4,4,5,3,5,5,4
TU_Ilmenau_-_A_Mysterious_Case_-_4K@60FPS.426x224.vp9.none.mkv,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,3,2,1,1,2,2,2,2,3,2
TU_Ilmenau_-_A_Mysterious_Case_-_4K@60FPS.640x338.vp9.none.mkv,3,2,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,3,3,3,2,2,3,2,3,3,2
TU_Ilmenau_-_A_Mysterious_Case_-_4K@60FPS.854x450.vp9.none.mkv,3,2,3,2,3,3,2,3,3,2,3,3,2,2,2,2,2,3,3,2,3,2,3,3,3,3,3
TU_Ilmenau_-_Ein_Abend_zu_zweit_-_4K@60FPS.1280x676.vp9.none.mkv,5,5,3,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,5,4,5,4,3,5,4,5
TU_Ilmenau_-_Ein_Abend_zu_zweit_-_4K@60FPS.1920x1012.vp9.none.mkv,4,5,5,4,4,4,4,5,4,5,4,4,4,4,5,4,3,5,5,5,4,5,5,4,4,4,5
TU_Ilmenau_-_Ein_Abend_zu_zweit_-_4K@60FPS.2560x1350.vp9.none.mkv,5,5,5,4,4,5,5,4,5,5,5,5,5,3,5,4,4,5,5,5,4,5,5,4,5,4,5
TU_Ilmenau_-_Ein_Abend_zu_zweit_-_4K@60FPS.256x136.vp9.none.mkv,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,2,3,1,2,2,2
TU_Ilmenau_-_Ein_Abend_zu_zweit_-_4K@60FPS.3840x2026.vp9.none.mkv,5,5,5,5,4,5,4,4,5,4,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5
TU_Ilmenau_-_Ein_Abend_zu_zweit_-_4K@60FPS.426x224.vp9.none.mkv,3,2,2,2,2,3,3,2,3,3,2,2,2,2,3,2,2,3,2,3,2,3,3,2,4,2,3
TU_Ilmenau_-_Ein_Abend_zu_zweit_-_4K@60FPS.640x338.vp9.none.mkv,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,4,3,3,3,3,3,3,4,4,4
TU_Ilmenau_-_Ein_Abend_zu_zweit_-_4K@60FPS.854x450.vp9.none.mkv,5,4,3,4,3,4,4,3,3,4,4,3,3,2,3,4,3,4,3,4,2,4,5,3,4,4,3
TU_Ilmenau_-_MINDCONFLICT_-_Musikvideo_-_4K@60FPS.1280x676.vp9.none.mkv,3,4,2,4,3,5,4,3,3,4,4,3,2,3,4,3,4,4,4,2,3,4,5,4,4,4,4
TU_Ilmenau_-_MINDCONFLICT_-_Musikvideo_-_4K@60FPS.1920x1012.vp9.none.mkv,3,4,3,4,3,4,4,3,4,5,4,3,3,3,5,5,3,4,4,3,3,4,5,4,5,2,4
TU_Ilmenau_-_MINDCONFLICT_-_Musikvideo_-_4K@60FPS.2560x1350.vp9.none.mkv,4,4,4,3,3,5,4,4,5,4,3,3,3,3,3,5,3,5,5,3,4,4,5,3,4,2,5
TU_Ilmenau_-_MINDCONFLICT_-_Musikvideo_-_4K@60FPS.256x136.vp9.none.mkv,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1
TU_Ilmenau_-_MINDCONFLICT_-_Musikvideo_-_4K@60FPS.3840x2026.vp9.none.mkv,3,4,4,3,3,4,4,4,5,4,5,3,3,3,4,4,4,5,5,3,3,4,4,4,4,2,5
TU_Ilmenau_-_MINDCONFLICT_-_Musikvideo_-_4K@60FPS.426x224.vp9.none.mkv,3,2,2,3,1,2,2,2,2,1,2,2,1,2,2,1,2,3,2,3,1,2,2,2,2,2,2
TU_Ilmenau_-_MINDCONFLICT_-_Musikvideo_-_4K@60FPS.640x338.vp9.none.mkv,2,2,2,3,2,3,2,2,3,2,2,2,1,2,3,3,2,3,2,2,2,3,3,2,2,2,3
TU_Ilmenau_-_MINDCONFLICT_-_Musikvideo_-_4K@60FPS.854x450.vp9.none.mkv,3,3,3,2,2,3,3,2,3,3,3,3,2,3,4,4,3,3,3,1,3,3,4,3,3,4,4
Tears_of_Steel_in_4k_-_Official_Blender_Foundation_release.1280x572.vp9.none.mkv,5,5,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,5,3,4,3,4,3,3,4,4,4
Tears_of_Steel_in_4k_-_Official_Blender_Foundation_release.1920x858.vp9.none.mkv,5,3,4,4,4,5,4,4,4,5,5,4,3,4,4,5,4,5,4,4,4,5,5,4,4,5,5
Tears_of_Steel_in_4k_-_Official_Blender_Foundation_release.2560x1142.vp9.none.mkv,4,5,4,4,5,4,4,4,5,5,4,5,4,5,4,5,5,5,5,2,5,4,5,4,5,5,5
Tears_of_Steel_in_4k_-_Official_Blender_Foundation_release.256x114.vp9.none.mkv,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tears_of_Steel_in_4k_-_Official_Blender_Foundation_release.3840x1714.vp9.none.mkv,4,5,5,4,4,4,4,4,5,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5
Tears_of_Steel_in_4k_-_Official_Blender_Foundation_release.426x190.vp9.none.mkv,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,3
Tears_of_Steel_in_4k_-_Official_Blender_Foundation_release.640x286.vp9.none.mkv,3,2,2,2,2,3,3,2,2,1,3,2,1,3,3,3,2,3,2,2,2,2,3,2,3,3,2
Tears_of_Steel_in_4k_-_Official_Blender_Foundation_release.854x382.vp9.none.mkv,3,4,3,4,3,4,2,3,3,3,3,3,2,2,2,3,3,4,3,4,3,2,3,3,4,3,3
The_Athlete_Machine_-_Red_Bull_Kluge.1280x720.vp9.none.mkv,4,4,4,4,4,4,3,4,5,3,4,3,3,4,3,4,2,4,4,4,3,4,4,3,4,5,3
The_Athlete_Machine_-_Red_Bull_Kluge.1920x1080.vp9.none.mkv,4,5,3,4,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,3,4,4,4,4,4,5,5
The_Athlete_Machine_-_Red_Bull_Kluge.2560x1440.vp9.none.mkv,4,5,4,4,5,4,4,4,5,4,5,5,5,4,4,4,4,5,4,4,4,4,4,5,5,4,5
The_Athlete_Machine_-_Red_Bull_Kluge.256x144.vp9.none.mkv,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1
The_Athlete_Machine_-_Red_Bull_Kluge.3840x2160.vp9.none.mkv,4,5,4,5,4,4,4,4,5,5,5,5,4,4,5,4,3,5,4,5,4,4,4,3,5,5,5
The_Athlete_Machine_-_Red_Bull_Kluge.426x240.vp9.none.mkv,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,3,2
The_Athlete_Machine_-_Red_Bull_Kluge.640x360.vp9.none.mkv,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,3,2,3,3,2,3,3,3,3,3,3,2
The_Athlete_Machine_-_Red_Bull_Kluge.854x480.vp9.none.mkv,3,3,2,3,3,4,3,3,3,2,3,3,3,3,3,3,2,4,2,2,2,3,3,2,3,4,3
