bias_i,inconsistency_i
-0.19207875457875453,0.5528160141583188
0.48054029304029316,0.4886491609020956
-0.2813644688644689,0.6138834120234996
0.31387362637362637,0.5572111183406562
0.5995879120879122,0.5726235660409901
-0.043269230769230775,0.5451957376424816
-0.17422161172161166,0.4859912294697609
-0.3230311355311356,0.6358589802512069
-0.007554945054945055,0.4828663041527795
-0.09684065934065933,0.5266271054749152
0.010302197802197807,0.541967668216873
0.6293498168498167,0.5124061060591037
0.8198260073260073,0.6805457705676143
0.1472069597069597,0.6026117179328125
0.41506410256410253,0.5801087930730402
-0.6920787545787547,0.5782841029640047
0.28411172161172166,0.7337805128073737
-0.6266025641025643,0.6888364412444656
-0.07303113553113556,0.6218233233884887
-0.3349358974358974,0.6287260289700234
-0.8289835164835164,0.592142482928148
0.2603021978021977,0.5358183394513245
-0.17422161172161163,0.5083271068563588
0.1948260073260074,0.5204513256012624
-0.19207875457875453,0.6477949004646688
-0.11469780219780223,0.7307550473236928
