bias_i,inconsistency_i
-0.2972355555555557,0.956573373571876
-0.00012444444444445046,0.8795753479798072
0.548208888888889,0.7166880421239213
0.4004311111111111,0.6238621691848381
0.24798666666666683,0.9221956342920984
-0.2917911111111111,0.6292878054047913
-0.7195688888888889,0.762413957301604
-0.01179111111111109,0.6656114836331053
-0.020346666666666718,0.7482137307832447
-0.10901333333333338,0.5519075731890176
0.35454222222222237,0.8993568820075255
0.06987555555555557,0.5893781518128447
-0.03901333333333328,0.592750276675692
-0.0032355555555555545,0.8458393988691724
0.9192088888888889,0.6536345413619623
0.8235422222222223,0.6199624671126361
0.47354222222222214,0.833035355730612
-0.4675688888888891,0.591560033262158
0.15465333333333336,0.7173487929791065
-0.3260133333333333,0.49733593589777336
-0.39756888888888875,0.6027586434964971
-0.5002355555555557,0.47910537446530893
0.23943111111111098,0.44691951955493797
-0.34468,0.34233333190215237
-0.7032355555555553,0.5070496718065564
